User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Stress_Level,Sleep_Hours,Caffeine_mg,Calories_Consumed,Protein_g,Carbs_g,Fat_g,Steps,Workout_Type,Workout_Intensity,Temp_C,Weight_Change,Current_Weight_kg
142,24,Female,158.93770260102826,133.007090520784,5,9.291625302288775,402.6825713015279,2040.3005374531883,127.5,229.5,68.0,8040,Cardio,5,25.68214999822044,0.1536575730369708,133.16074809382098
318,38,Female,170.25831143165036,116.98916896757801,2,7.739114081808498,118.60034367944347,1915.501735469265,119.7,215.5,63.9,8107,None,0,26.29388311645505,0.07995026867352181,117.06911923625154
492,46,Male,160.62262826392916,140.58582720864203,6,8.1184605415174,268.9025619635258,1829.4930265392888,114.3,205.8,61.0,8108,None,0,22.950957857138164,0.13205734684490583,140.71788455548693
267,60,Male,172.13804128226914,138.9772004135511,2,10.085599344991097,158.8526332623187,973.7410245079877,60.9,109.5,32.5,8132,Cardio,6,25.12954623280883,-0.048386334917169566,138.9288140786339
586,64,Male,169.8745508560179,89.42369380339505,8,5.152021135697265,232.93654900041633,2603.261751282955,162.7,292.9,86.8,8015,None,0,32.128969593967945,0.31921185030095944,89.74290565369601
168,42,Male,161.97304465725344,102.52660524334397,8,5.747077517913756,355.0026541133178,2870.397161066611,179.4,322.9,95.7,7847,None,0,10.807285819480073,0.2486963417900338,102.775301585134
532,31,Male,143.2238039490589,96.51772933649517,9,6.46100243663036,306.33500906768217,1370.2546001628998,85.6,154.2,45.7,7954,Strength,9,18.33268755408164,0.11060797458810079,96.62833731108327
483,25,Male,191.03365224665242,108.53399572185337,8,5.497506529435612,314.3008753228762,2825.7877690170817,176.6,317.9,94.2,7994,Yoga,4,11.792554715559197,0.24660425873152952,108.7805999805849
491,52,Female,177.6133646853955,126.17453873435512,3,9.614173170672542,428.7232206041143,1894.7880399255166,118.4,213.2,63.2,8038,None,0,36.09554708851652,0.14684349820347217,126.32138223255859
528,18,Male,159.045495969506,86.85557535286145,3,5.600152860461431,247.50918799502716,2079.7876024954926,130.0,234.0,69.3,8096,Strength,6,17.867328796859788,0.07924499062873522,86.93482034349019
100,21,Female,158.78199040514087,134.90910151043113,2,6.47244147809427,263.21901735342124,2284.4039213583915,142.8,257.0,76.1,7929,Strength,10,15.852601550489986,0.07713656896782546,134.98623807939896
175,39,Female,169.13015421217307,114.60904797384225,3,7.114496964720184,116.26827901038244,2045.7898150301057,127.9,230.2,68.2,8137,None,0,28.564167663074375,0.1279722212197146,114.73702019506197
411,40,Male,178.49397721384062,117.76210766200273,6,5.2670120341666316,10.874183766230772,2937.4614767116673,183.6,330.5,97.9,8003,Strength,4,20.890313590779954,0.26652113202900807,118.02862879403175
350,28,Male,159.0874759496517,131.4380618254929,5,6.394618147780184,258.506780056307,2861.052445104552,178.8,321.9,95.4,7913,None,0,38.75458528286987,0.3266692396313908,131.7647310651243
106,18,Female,183.14711980686715,114.4994625527958,7,9.051785554805761,268.59465789982454,1996.683825315513,124.8,224.6,66.6,7994,Cardio,6,28.349331816529517,0.20171230739202162,114.70117486018782
375,32,Female,177.5743072676402,122.9071282809623,3,6.111532900532336,125.76679971790715,1286.5852676406741,80.4,144.7,42.9,7991,Cardio,7,18.8308399725072,-0.01807574373391324,122.88905253722838
544,32,Female,167.23403440295448,127.53434652992095,6,5.46606351939573,195.8429644364399,3103.7613074454985,194.0,349.2,103.5,8067,Strength,4,20.533212406521614,0.28579967338916634,127.82014620331012
144,33,Male,162.77706129665154,86.68179711062947,2,9.244710380550604,40.508570683418895,,67.5,121.5,36.0,7802,None,0,24.483827771736284,-0.035087794765898045,86.64670931586357
291,47,Female,166.189781140346,122.8508725851093,2,6.468566298535008,256.9993493001996,1333.2428570023167,83.3,150.0,44.4,7975,Strength,8,32.79624448554964,0.03794403935445603,122.88881662446376
425,19,Female,170.28804114893015,142.284964527872,7,5.236918451950016,56.997376185771884,1886.3557452317932,117.9,212.2,62.9,8125,None,0,20.69598370330757,0.14802557807045041,142.43299010594245
412,37,Female,187.46249494474685,110.36977853382848,2,8.9197290343819,119.56565946183052,1698.7445684184042,106.2,191.1,56.6,7924,Strength,4,11.655584651709226,-0.019866505085384054,110.34991202874309
252,19,Female,157.56230163380778,103.70185890832794,10,6.02019436819328,278.1206788390759,2532.0236768010254,158.3,284.9,84.4,7982,Strength,5,34.13672152705548,0.3602739119817309,104.06213282030967
283,55,Male,162.35319791711294,108.55520976643707,5,7.923194156136489,183.329358543194,1798.4508735088148,112.4,202.3,59.9,7873,None,0,19.889285656443782,0.09467587072925114,108.64988563716632
537,60,Male,177.45553607697207,138.93911809205952,1,6.096398717719058,238.51783470750297,2351.8684549187983,147.0,264.6,78.4,7978,None,0,35.95144478117703,0.1659840795230451,139.10510217158256
212,33,Male,166.9047218675628,121.49048411993019,10,6.847757679007987,342.49206724190947,588.4984373760326,36.8,66.2,19.6,8062,Strength,6,17.696608403092885,0.02500080444525221,121.51548492437544
351,29,Male,159.2405553503898,110.69726238495238,2,9.345184987987615,46.195510920807436,,116.0,208.7,61.8,7941,None,0,20.22619906698591,0.04318056614833429,110.74044295110072
289,60,Male,185.49054749407657,86.253734724358,2,6.1433150664358935,252.5648858439265,1360.8414390636663,85.1,153.1,45.4,7920,None,0,38.13375910824975,0.06867417723782876,86.32240890159582
548,63,Male,174.11939092735307,128.8904572655812,9,6.744107268107694,295.96652258672896,,118.6,213.5,63.2,8006,Strength,4,23.667368433250612,0.20531248010048941,129.0957697456817
390,24,Male,166.95327875609877,137.02284096109958,5,5.151822327894237,286.98308025826395,1871.610058581777,117.0,210.6,62.4,8041,None,0,26.347709455159684,0.1350691825894491,137.15791014368904
412,44,Male,165.9936902591667,98.703241155619,1,7.412265406396061,300.1494984102879,1216.2963873291892,76.0,136.8,40.5,7902,Cardio,6,23.97600466366285,-0.040736679625946876,98.64263797090767
301,36,Male,173.34879171864034,103.64058774563284,4,6.836157925170493,119.81545353705494,,86.8,156.3,46.3,8066,Strength,6,27.134579192421977,0.05612075659333665,103.69670850222617
562,49,Male,167.97974423633838,132.76566699212984,5,7.3837651309306285,345.1508757064494,1593.7130893884694,99.6,179.3,53.1,7766,None,0,27.263984575470623,0.10585170937802013,132.87151870150785
138,33,Female,182.1511298201027,105.78345523666277,10,6.401916963029724,321.7550764726957,1916.7710178975285,119.8,215.6,63.9,8000,None,0,38.89759385856753,0.30402533092455136,106.08748056758732
360,40,Female,165.91330579422885,107.91869239488676,8,7.170486519271473,287.5798572817035,2340.608366103352,146.3,263.3,78.0,7901,Cardio,4,20.330857223584875,0.22706045920493984,108.1457528540917
594,38,Male,165.66550350714869,144.72950192025917,6,7.34240319780351,193.06187510514394,1701.8959039613912,106.4,191.5,56.7,7916,Strength,5,20.067632570324307,0.10266966553059008,144.83217158578975
237,27,Male,153.70876661415716,138.64980550367432,3,8.207282528345281,243.96315811050243,2890.083440472743,180.6,325.1,96.3,7885,None,0,21.58416162930308,0.20482071383561623,138.85462621750995
443,22,Other,164.7490544340392,139.05987161114743,2,8.688298563467225,247.947874812745,2432.985529291722,152.1,273.7,81.1,8008,None,0,26.229050017640592,0.14765679068885948,139.2075284018363
583,56,Female,158.68361304860363,106.37872888960845,9,5.79261685249264,396.6677287489365,3164.305824118558,197.8,356.0,105.5,8069,None,0,36.221659929717426,0.4320881685817332,106.81081705819018
295,48,Female,173.50727045583432,106.6895566014303,9,5.797807240420233,500.7139734210094,1782.5642279002288,111.4,200.5,59.4,8063,None,0,21.230758322991814,0.1777367000002702,106.86729330143056
172,37,Male,168.7316783555408,113.06506497372499,3,5.886730071888384,320.5898146762409,2101.789792642411,131.4,236.5,70.1,8051,Strength,7,51.86330644093522,0.25245730614092,113.34144158647347
439,39,Male,163.6050549964354,96.93043960493918,3,7.553857475792923,352.6003951542673,1856.3235142930828,116.0,208.8,61.9,7975,None,0,33.23066275327701,0.12804868358799754,97.05848828852717
532,34,Other,192.26453886913214,112.75355369714195,5,7.112325070570558,142.2638729326463,3103.692693947069,194.0,349.2,103.5,8137,None,0,21.649619334800256,0.27078946385327435,113.13495113558332
357,33,Female,161.5039485120101,101.30635528764797,9,5.866490318467783,408.4238090365536,3077.2049215546667,192.3,346.2,102.6,7990,Cardio,7,30.357337649520268,0.3921130849863026,101.69846837263428
292,26,Male,164.3940440794368,90.80428793036042,4,6.970397334711809,243.7824608504926,1705.4930811346646,106.6,191.9,56.8,8014,None,0,18.507622216284272,0.054520112960382144,90.85880804332079
500,48,Male,164.09051936663687,107.13335804763555,10,5.159948011356274,291.1048402897284,2291.986936974177,143.2,257.8,76.4,8071,Cardio,9,31.20884955147322,0.31371928286223755,107.44707733049779
474,64,Male,166.5505241400734,104.71025957730059,2,7.420228203594987,162.3413722247787,1682.1783151761078,105.1,189.2,56.1,7888,Cardio,10,32.76042857180499,0.08380625305505626,104.79406583035565
515,50,Female,163.36380681542116,132.90420076639356,7,8.480000464434477,75.73070633742742,1941.3000653334398,121.3,218.4,64.7,8126,Yoga,9,20.74122785639882,0.15537909148980014,133.05957985788336
449,26,Female,176.00397132823397,134.38584119485557,1,6.728515930913251,186.6976561030143,848.0058063980241,53.0,95.4,28.3,8095,None,0,19.233990602488966,-0.11388502884062561,134.27195616601495
528,62,Male,167.89915099941732,137.00923479267442,9,3.913595825751047,466.786845286074,2139.2122696582533,133.7,240.7,71.3,8077,Strength,9,11.295209485050167,0.1742602166449374,137.26273999994808
192,53,Male,168.34874737671748,110.55821317322241,3,7.007836173755664,184.63034285016153,1525.950683162144,95.4,171.7,50.9,7889,Strength,10,24.16986882863339,0.04055581814690859,110.59876899136933
352,59,Other,160.43920023865084,87.850698303178,1,6.161448705415375,140.51917243432118,2011.493376075453,125.7,226.3,67.0,7860,None,0,31.72324482428958,0.10162185737800022,87.95232016055601
171,51,Female,162.52648646335683,91.72918396406268,3,5.042900747911348,136.56518349058527,2032.5368953379082,127.0,228.7,67.8,8050,Strength,4,36.57781640396936,0.16704430652260543,91.8962282705853
379,18,Male,163.76652913565243,140.7544844951552,2,7.884838730165689,140.79574776047525,2373.98750907617,148.4,267.1,79.1,8073,None,0,24.47643793261819,0.13068998304960655,140.88517447820482
110,63,Female,156.81711376613205,129.95509800489287,7,6.984578179465669,355.61993350090034,2491.3584208451034,155.7,280.3,83.0,7914,Cardio,9,25.58421018273853,0.2527968198546152,130.20789482474748
333,57,Female,166.93300964231275,109.02160664912681,7,7.035813585002249,442.3837004752908,2060.6445344344747,128.8,231.8,68.7,8047,Strength,8,27.62352629738336,0.2059481987294893,109.2275548478563
391,19,Male,185.26713690726612,109.658469925214,3,7.3261701362210685,318.6062648640286,1908.732663329562,119.3,214.7,63.6,7996,Strength,9,36.43242045035438,0.1506888550651349,109.80915878027915
548,57,Male,166.9937985778519,131.78674189350312,3,4.627132349255669,170.51066374884275,2418.5019689354503,151.2,272.1,80.6,7969,Cardio,9,24.52045562067355,0.15755783683957342,132.1496122104432
417,42,Male,170.5723422397018,143.36623115257538,5,9.547545202971722,186.30930741577936,2198.362989298986,137.4,247.3,73.3,7990,None,0,22.369948078951047,0.15804082125609542,143.52427197383147
491,29,Male,185.38222057141883,112.23033363554605,5,8.82119363991225,223.7718499576217,2630.170161263794,164.4,295.9,87.7,8050,Strength,8,24.688517270354257,0.22521252071503456,112.60238965446456
251,62,Male,170.71248897484068,141.01332762599327,4,7.590603549989828,384.93557291598177,2092.192016109462,130.8,235.4,69.7,7925,None,0,23.55108904422716,0.1306997546725811,141.14402738066585
192,44,Female,182.9305111744413,85.34934757038067,3,8.639754739428874,178.515333753567,2106.519012272973,131.7,237.0,70.2,8083,Yoga,10,23.658460920308766,0.11178059623872649,85.5016839847663
347,59,Male,167.28421673460116,87.10520339104588,2,7.758235444969629,214.88061941062742,2014.2976811240605,125.9,226.6,67.1,8192,None,0,25.77478887762937,0.08947710643889063,87.19468049748477
324,44,Male,190.7472917798814,105.08913286267244,1,9.278119831274495,442.12804277610957,1623.4123893682277,101.5,182.6,54.1,8157,Strength,5,37.1989329027877,0.07612516962669535,105.16525803229914
249,26,Female,170.40178648201706,133.32160337103372,9,6.736112944515227,288.6474335093149,2821.4421849535165,176.3,317.4,94.0,7975,Strength,4,22.540156063341122,0.3199362372370757,133.6415396082708
456,30,Female,159.26282243761693,111.97993943510363,2,4.973357726978105,229.75725229375553,2171.4016062386972,135.7,244.3,72.4,8053,Cardio,6,34.22011674734921,0.15326518627856822,112.1332046213822
519,58,Male,172.95299424512874,140.89383569109663,1,6.2309743846987455,352.2859722876154,1174.7731394551215,73.4,132.2,39.2,8021,None,0,22.78082338789174,-0.05309688226550385,140.84073880883113
581,43,Other,173.0500538976803,130.37223786189296,4,5.361469093814419,252.02373489420856,2657.9938229090067,166.1,299.0,88.6,7858,None,0,25.137302677118026,0.21266991030017973,130.58490777219313
167,31,Female,152.98740252322534,114.564890901845,2,5.419850237580016,251.31631512428032,,92.2,165.9,49.2,7959,None,0,17.32142476120564,-0.02089609968363007,114.85244400502515
479,34,Male,172.85568902949723,86.31397487170257,2,6.746629535490889,323.327274723513,2225.794977929343,139.1,250.4,74.2,8227,None,0,19.24616287948887,0.08400949118480494,86.39798436288737
319,27,Other,189.04413012055622,126.89028674648382,8,5.747190893614882,254.575383075319,1824.1230193220322,114.0,205.2,60.8,8105,Cardio,6,26.586463637700238,0.18956247221300754,127.07984921869684
581,39,Male,164.4717379358449,140.2274312037336,1,8.72136790014375,155.17909591072672,2008.4164005525195,125.5,225.9,66.9,7914,Cardio,4,32.784017732825696,0.10607611470991024,140.5461772287437
119,31,Female,152.85173140378197,110.7182799305586,6,5.843271491990686,174.51179225730078,3065.557627599009,191.6,344.9,102.2,7865,None,0,25.632845815210988,0.308019656902766,111.02629958746137
511,57,Female,181.34166911930066,130.652049722916,4,5.863445122072349,392.2681559047523,1585.3413992745855,99.1,178.4,52.8,8023,None,0,34.43645648442305,0.11848516977379303,130.7705348926898
104,25,Female,166.91259665415922,124.20000719509673,2,7.970623550796117,285.8557375873688,1133.2488416157885,70.8,127.5,37.8,8132,None,0,5.076093475589481,-0.1279382977801753,124.07206889731656
375,47,Male,174.4628020246673,118.15355373138536,1,7.190593997548651,150.38703209357726,2269.5119830448216,141.8,255.3,75.7,8003,None,0,20.000480429184762,0.0753252787318314,118.21080326638328
133,25,Female,168.56692234002855,118.48441512753055,1,5.123022014467288,317.35798572633195,2034.106835381213,127.1,228.8,67.8,8086,None,0,19.6108254878068,0.04211324025910494,118.52652836778965
223,21,Female,167.88488945997938,120.96261447561639,9,6.459041416038891,368.38202000759486,2742.032763441397,171.4,308.5,91.4,8213,Strength,7,20.790546509479707,0.2988919442497444,121.26150641986614
386,51,Female,174.90546414616574,133.20911409290756,5,5.8158252788540326,342.7403445439255,2663.541124846035,166.5,299.6,88.8,8062,Strength,4,24.848556285256695,0.2302466071638638,133.43936070007143
285,42,Female,172.20028984380554,116.7525108074426,4,6.721415024692425,218.25753093901622,2814.4642303662768,175.9,316.6,93.8,7901,Yoga,7,23.482278128969327,0.2243572863634107,117.12885655903197
329,26,Male,178.30288587849728,105.16452262229691,4,5.320157937439177,183.874639914685,2358.0144788059442,147.4,265.3,78.6,8164,Cardio,9,17.363107890032694,0.132290579987732,105.29681320228465
429,30,Male,165.21070624957687,126.6448449144516,3,7.390570639997511,244.63652474401067,2431.8356894157614,152.0,273.6,81.1,8106,Cardio,4,33.22480882128154,0.20166958818637673,126.84651450263797
577,27,Male,163.14995687414668,96.75700458727195,3,6.6687216959918425,197.05971834749084,2838.9155445433307,177.4,319.4,94.6,7915,Cardio,9,28.348589575990054,0.23174767227951704,96.98875225955146
565,28,Female,186.33147538650067,104.28091694128031,9,6.383110198407288,126.36063071241608,1405.6054875587809,87.9,158.1,46.9,8066,Cardio,8,23.65619193681799,0.14088318750557666,104.42180012878589
483,47,Male,174.01154555232668,111.08419589759227,3,6.028663939710188,316.42784669520876,1217.040312043553,76.1,136.9,40.6,7967,Strength,9,12.91990082905367,-0.05646225186639142,111.27433790445741
515,58,Male,171.03872259153613,104.98997701380954,10,6.055066443900974,179.94808299474693,2355.514356256297,147.2,265.0,78.5,8060,Cardio,8,36.47599831407583,0.34839700753440045,105.49375311283373
230,44,Male,167.508943480192,111.46063620810943,3,7.220935780844879,269.9338082018303,2131.539321628243,133.2,239.8,71.1,7960,None,0,33.93413005827914,0.1674333327539381,111.62806954086338
183,26,Female,169.0372642361419,124.37804562526384,1,7.78958440959892,245.83929516645625,2819.2993210466648,176.2,317.2,94.0,8000,None,0,40.43866555911703,0.24894215736874503,124.62698778263258
534,49,Male,158.1582647026855,114.07028384250032,7,5.24352137964413,337.60373596711156,2031.8287482726782,127.0,228.6,67.7,7952,None,0,27.803322594956693,0.2038965369928802,114.2741803794932
502,55,Female,177.97677153526197,107.23735647641854,8,7.810098251629653,578.5047310467235,1979.6580128864234,123.7,222.7,66.0,8044,Cardio,8,22.310162288461974,0.18888864861370686,107.42624512503225
121,37,Male,188.68653104818952,143.59145463061043,6,4.418125168756571,99.63488778409896,2390.4034419021154,149.4,268.9,79.7,7918,None,0,15.601625724422407,0.16973952800333914,143.76119415861376
219,18,Male,167.2537584725316,101.33253354863407,10,3.3587479268252647,332.9446293805039,2528.1538198012076,158.0,284.4,84.3,8099,None,0,28.543755861613555,0.3308315048233762,101.66336505345745
167,43,Male,169.06163532266376,91.19848774700182,4,7.408811947516508,283.94867793907605,1586.1706484926012,99.1,178.4,52.9,8101,Yoga,4,25.249434292199417,0.07200775351631325,91.55804860369827
303,59,Male,191.72711917874136,120.80948101495846,3,3.542034820632227,68.52651414115465,1801.1902656237685,112.6,202.6,60.0,8060,None,0,25.69867534725271,0.08252025105969668,120.89200126601816
542,27,Male,175.86662657541885,93.1728054697887,10,3.1466899343232724,257.3259435357076,2848.691415566077,178.0,320.5,95.0,8084,Strength,10,28.528877900056628,0.37251037420583427,93.54531584399453
147,27,Male,169.33621849911628,135.17371830884895,9,8.384951957116495,241.13506182895395,2119.6232362453943,132.5,238.5,70.7,7940,Cardio,5,28.937920026409845,0.26107140570504417,135.434789714554
372,26,Female,182.9277068061622,129.33877783341407,5,8.946465154838869,344.5136740558934,2303.9788584557487,144.0,259.2,76.8,8041,Yoga,10,25.255374521254797,0.18575930011134956,129.52453713352543
112,50,Male,168.21224113643646,111.62574409866869,7,7.091183007150504,259.09292339307336,2407.821255025874,150.5,270.9,80.3,7863,Cardio,6,17.979941324757817,0.20435149299078575,111.83009559165947
449,33,Male,177.554158684051,92.19000929031432,7,6.591678759954694,313.9158245443472,3090.7113085083583,193.2,347.7,103.0,7951,None,0,15.304212501679036,0.2789265354748487,92.35505079694855
207,23,Male,168.29540415150205,123.38573571142715,7,8.603874036719013,235.56248123505173,1569.7112128462509,98.1,176.6,52.3,8019,Cardio,9,20.183108145753515,0.10522186707243653,123.49095757849958
333,46,Female,159.94092499818424,132.08915904205583,1,6.678155853408857,35.764505355718825,1913.1305274359988,119.6,215.2,63.8,7919,Strength,7,21.440931225963958,0.036944226792503615,132.33205146757783
493,44,Female,193.47114546926088,125.03667640768222,3,8.303984422080507,166.76186972053895,1255.8176575051943,78.5,141.3,41.9,8025,Strength,5,23.807411863078354,0.002527988861520891,125.03920439654374
432,46,Female,177.05226022564094,121.56474682877327,2,8.219510322018156,295.33766337703366,1397.386642626855,87.3,157.2,46.6,8088,None,0,33.78942897012111,0.05029865688006724,121.61504548565334
423,38,Male,166.39985522062133,100.9421813997119,3,6.072523522575708,206.2465380969819,1604.9194328056956,100.3,180.6,53.5,7963,Strength,7,25.48962127695181,0.05679359549372384,100.99897499520563
210,41,Male,167.8847949812317,99.93575043310848,10,6.682647294710415,551.6090265193802,2002.1267297884856,125.1,225.2,66.7,8216,Strength,6,29.020541589836856,0.26392522696933396,100.19967566007782
242,41,Male,165.7606811943483,125.61632799029573,6,5.7480169768196685,325.73561032151747,,78.2,140.7,41.7,8029,Strength,4,15.570507361574455,0.020622458993101223,125.63695044928883
224,26,Male,173.79989255256683,94.40407374225619,2,6.359792935779365,107.00899606816915,1529.6431795341057,95.6,172.1,51.0,7993,None,0,33.461923685329765,0.06662897074709545,94.47070271300328
376,30,Male,156.7807513521189,128.72179167987838,5,5.62380504978459,124.39331700655822,1813.6556879978302,113.4,204.0,60.5,7869,None,0,16.538278295122325,0.07992881848831687,128.8017204983667
409,62,Female,163.81819900511925,99.81900197487685,10,4.731245229931838,485.59880330289104,2212.592068883418,138.3,248.9,73.8,8152,None,0,31.037063285290973,0.3018743297013577,100.12087630457822
499,62,Other,168.75439655505588,141.3011232547058,5,3.0,354.3569204356062,2085.5739013053626,130.3,234.6,69.5,8033,Cardio,7,20.667504237727265,0.1345223352109778,141.4356455899168
415,37,Male,174.96520505398732,102.652007760391,10,3.9181746699098063,354.5738726143985,852.092951313618,53.3,95.9,28.4,7953,Cardio,6,40.273616819220486,0.17302723361735156,102.82503499400835
135,36,Male,168.77583622885942,122.50916341006103,4,7.371560488637185,0.0,1925.5497370917071,120.3,216.6,64.2,8019,None,0,28.91867756345385,0.135112509517491,122.64427591957853
404,25,Male,195.54950476483154,92.25989097602219,2,6.353317163349632,168.22293310431505,2894.746599724029,180.9,325.7,96.5,8090,Strength,10,23.093263261503974,0.19126349376085694,92.45115446978305
360,26,Male,172.14061284175833,124.75513348141325,9,6.845748207455594,399.4576940193973,2027.1442530601678,126.7,228.1,67.6,8205,None,0,18.369495292666116,0.19401069114646924,125.17620463176466
399,52,Female,158.15153871910385,114.50371087986741,8,3.0,422.5651120538099,1486.485413830354,92.9,167.2,49.5,8043,None,0,25.757017877601452,0.1420828704049364,114.64579375027235
556,24,Male,155.61596817470448,131.71496609684138,8,7.484473297785471,362.6091344298999,2420.019941495942,151.3,272.3,80.7,7969,None,0,29.172202403174268,0.28101371004564735,131.99597980688702
574,23,Male,153.3444947823045,132.3485526610841,7,5.146377353086212,375.0651869084929,1827.271458956539,114.2,205.6,60.9,7996,Cardio,5,27.635405819238727,0.17612440471825502,132.52467706580236
350,64,Male,146.17018578692694,124.89278990569662,10,7.351168786575311,303.72996451423285,2034.3210575071757,127.1,228.9,67.8,8132,None,0,15.369467372897676,0.20055093740654584,125.42001008273455
154,45,Female,176.86977198679114,89.73532312928918,3,6.97374385874977,146.64354465213626,1972.0032348364114,123.3,221.9,65.7,8002,Strength,4,30.863805087623856,0.13101273559003418,89.86633586487922
143,64,Female,177.1868475649651,86.88374440268097,6,5.849627267127589,136.4390441935408,2459.539767098501,153.7,276.7,82.0,7941,None,0,32.17140156145099,0.26137548405381356,87.14511988673479
595,38,Female,177.93477684888032,130.08965691332398,5,8.601434441130102,25.747282718856383,2801.0240391770203,175.1,315.1,93.4,7900,None,0,21.339153887253143,0.23190451911293503,130.3215614324369
315,55,Female,165.60608218606606,105.11104339971811,3,7.414613244522587,179.8082130806825,2767.3590150238233,173.0,311.3,92.2,8110,None,0,22.40207359994164,0.19109703661752075,105.30214043633563
561,26,Male,177.9425138604344,116.09288115063885,7,6.968539300937986,337.4447683844525,1137.2083755467047,71.1,127.9,37.9,7875,Yoga,8,27.65580622772422,0.08761615783299836,116.18049730847184
534,54,Other,177.20604104953995,119.41257591690326,6,5.304085848786135,131.4245668651264,1219.4248221367575,76.2,137.2,40.6,8127,Yoga,8,18.91948984962586,0.032512036538617284,119.64898449043476
139,63,Male,165.1109831691243,104.11323165882891,4,7.123963829692844,326.3275325977954,2145.546862201459,134.1,241.4,71.5,8142,Strength,6,13.203541361727732,0.0840828837179191,104.19731454254683
231,40,Female,175.20541282605265,143.27354082702809,8,6.109071068947891,146.9721927166812,2316.6715032220923,144.8,260.6,77.2,7939,None,0,30.71724311066529,0.2755670384826025,143.54910786551068
513,28,Female,154.53195198106903,125.84478079375901,9,7.066889259776408,355.0243397821209,2505.9307004639054,156.6,281.9,83.5,8017,None,0,22.11657991461106,0.27649283902724214,126.12127363278626
496,51,Male,164.591189005515,140.51319373158458,10,5.449381064352936,424.0858271825437,3586.57558589212,224.2,403.5,119.6,8051,Strength,9,38.11032428830031,0.516521719176409,141.029715450761
560,46,Male,176.25583394453903,118.37846938542322,1,8.454425525593281,274.7009036441239,2248.7238888356133,140.5,253.0,75.0,8209,Cardio,7,14.058749805110857,0.0412002064500928,118.41966959187332
435,43,Male,156.8843048519053,113.68372434468915,4,6.784078038426842,143.19549879771728,1069.5138144415391,66.8,120.3,35.7,8147,Cardio,9,23.27414762175189,-0.0053503033057593075,113.67837404138339
385,31,Male,161.75953817466817,130.2287514579149,7,8.045499626067327,188.35306129660825,1883.9972962945758,117.7,211.9,62.8,7861,Strength,7,24.97323053125312,0.17130552014040967,130.40005697805532
236,64,Male,153.36567037217412,120.56507108889923,4,7.087051653153783,216.20172714100582,983.4032429281583,61.5,110.6,32.8,7924,Yoga,5,30.88489424584857,0.023378572042423607,120.58844966094165
